family_id,region,survey_type,indicator_key,value,indicator
FAM-01270,Mohawk Valley,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01271,Mohawk Valley,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01272,North Country,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01273,Long Island,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01274,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01275,Western New York,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01276,Capital Region,Adult Family Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01277,Western New York,Family/Guardian Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01278,Finger Lakes,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01279,North Country,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01280,Capital Region,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01281,Hudson Valley,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01282,Western New York,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01283,Long Island,Child Family Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01284,Hudson Valley,Family/Guardian Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01285,Long Island,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01286,Central New York,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01287,Finger Lakes,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01288,North Country,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01289,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01290,Hudson Valley,Family/Guardian Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01291,Western New York,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01292,Hudson Valley,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01293,Central New York,Child Family Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01294,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01295,Finger Lakes,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01296,Long Island,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01297,Mohawk Valley,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01298,Hudson Valley,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01299,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01300,New York City,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01301,Southern Tier,Family/Guardian Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01302,Finger Lakes,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01303,Finger Lakes,Family/Guardian Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01304,Hudson Valley,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01305,Southern Tier,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01306,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01307,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01308,Long Island,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01309,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01310,Finger Lakes,Child Family Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01311,Long Island,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01312,Mohawk Valley,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01313,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01314,Hudson Valley,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01315,Finger Lakes,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01316,New York City,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01317,Hudson Valley,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01318,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01319,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01320,Hudson Valley,Adult Family Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01321,New York City,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01322,Long Island,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01323,New York City,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01324,Finger Lakes,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01325,Central New York,Family/Guardian Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01326,Long Island,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01327,Long Island,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01328,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01329,Hudson Valley,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01330,Capital Region,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01331,Finger Lakes,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01332,Finger Lakes,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01333,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01334,North Country,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01335,Long Island,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01336,Hudson Valley,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01337,Finger Lakes,Child Family Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01338,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01339,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01340,Long Island,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01341,New York City,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01342,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01343,Central New York,Child Family Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01344,New York City,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01345,Mohawk Valley,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01346,New York City,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01347,Western New York,Adult Family Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01348,Finger Lakes,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01349,Hudson Valley,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01350,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01351,New York City,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01352,North Country,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01353,New York City,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01354,Capital Region,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01355,New York City,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01356,Long Island,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01357,Hudson Valley,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01358,Finger Lakes,Family/Guardian Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01359,Finger Lakes,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01360,Western New York,Adult Family Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01361,Capital Region,Family/Guardian Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01362,Finger Lakes,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01363,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01364,Mohawk Valley,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01365,New York City,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01366,Finger Lakes,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01367,New York City,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01368,Central New York,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01369,Long Island,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01370,Long Island,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01371,Mohawk Valley,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01372,Hudson Valley,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01373,New York City,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01374,Long Island,Family/Guardian Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01375,North Country,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01376,New York City,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01377,Long Island,Adult Family Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01378,Long Island,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01379,Capital Region,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01380,Western New York,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01381,Western New York,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01382,Mohawk Valley,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01383,Western New York,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01384,Central New York,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01385,Southern Tier,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01386,New York City,Family/Guardian Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01387,Central New York,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01388,Long Island,Child Family Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01389,Capital Region,Child Family Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01390,New York City,Family/Guardian Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01391,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01392,Capital Region,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01393,Hudson Valley,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01394,Capital Region,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01395,Southern Tier,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01396,Long Island,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01397,North Country,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01398,Finger Lakes,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01399,Finger Lakes,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01400,Western New York,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01401,Western New York,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01402,Western New York,Adult Family Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01403,Western New York,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01404,New York City,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01405,Hudson Valley,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01406,Central New York,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01407,Southern Tier,Family/Guardian Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01408,Finger Lakes,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01409,New York City,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01410,Hudson Valley,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01411,Long Island,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01412,Long Island,Adult Family Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01413,Long Island,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01414,Mohawk Valley,Child Family Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01415,Capital Region,Adult Family Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01416,Capital Region,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01417,Capital Region,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01418,Long Island,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01419,Hudson Valley,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01420,New York City,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01421,New York City,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01422,Long Island,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01423,Western New York,Adult Family Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01424,Western New York,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01425,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01426,New York City,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01427,Finger Lakes,Family/Guardian Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01428,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01429,Central New York,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01430,Western New York,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01431,New York City,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01432,Western New York,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01433,North Country,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01434,Finger Lakes,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01435,New York City,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01436,North Country,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01437,New York City,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01438,New York City,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01439,New York City,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01440,Western New York,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01441,Long Island,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01442,North Country,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01443,Central New York,Family/Guardian Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01444,Western New York,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01445,Long Island,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01446,Mohawk Valley,Family/Guardian Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01447,Southern Tier,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01448,North Country,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01449,Long Island,Adult Family Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01450,New York City,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01451,Finger Lakes,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01452,Central New York,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01453,Southern Tier,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01454,Mohawk Valley,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01455,Finger Lakes,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01456,Finger Lakes,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01457,Central New York,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01458,New York City,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01459,Long Island,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01460,Long Island,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01461,Hudson Valley,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01462,Western New York,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01463,Capital Region,Family/Guardian Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01464,Long Island,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01465,Southern Tier,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01466,Finger Lakes,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01467,Western New York,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01468,Long Island,Adult Family Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01469,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01470,New York City,Family/Guardian Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01471,Hudson Valley,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01472,Central New York,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01473,Hudson Valley,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01474,Hudson Valley,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01475,Capital Region,Adult Family Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01476,Western New York,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01477,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01478,Hudson Valley,Adult Family Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01479,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01480,Central New York,Family/Guardian Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01481,North Country,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01482,Finger Lakes,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01483,Long Island,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01484,Long Island,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01485,Long Island,Child Family Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01486,Finger Lakes,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01487,Hudson Valley,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01488,Mohawk Valley,Child Family Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01489,Long Island,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01490,Southern Tier,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01491,Capital Region,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01492,New York City,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01493,Southern Tier,Adult Family Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01494,New York City,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01495,Long Island,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01496,Hudson Valley,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01497,Hudson Valley,Family/Guardian Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01498,Long Island,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01499,North Country,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01500,New York City,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01501,Southern Tier,Child Family Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01502,Capital Region,Adult Family Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01503,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01504,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01505,New York City,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01506,New York City,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01507,North Country,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01508,Hudson Valley,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01509,Mohawk Valley,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01510,Southern Tier,Family/Guardian Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01511,Finger Lakes,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01512,Central New York,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01513,Western New York,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01514,Capital Region,Family/Guardian Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01515,Hudson Valley,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01516,New York City,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01517,Western New York,Child Family Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01518,Western New York,Adult Family Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01519,Mohawk Valley,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01520,Hudson Valley,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01521,Finger Lakes,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01522,Southern Tier,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01523,Central New York,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01524,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01525,Long Island,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01526,Long Island,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01527,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01528,Mohawk Valley,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01529,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01530,Southern Tier,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01531,North Country,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01532,New York City,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01533,New York City,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01534,Finger Lakes,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01535,Western New York,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01536,North Country,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01537,Long Island,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01538,Central New York,Family/Guardian Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01539,Hudson Valley,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01540,Capital Region,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01541,Long Island,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01542,Southern Tier,Family/Guardian Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01543,Capital Region,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01544,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01545,Hudson Valley,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01546,Long Island,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01547,New York City,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01548,Long Island,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01549,Southern Tier,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01550,Long Island,Family/Guardian Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01551,New York City,Family/Guardian Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01552,New York City,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01553,New York City,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01554,Finger Lakes,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01555,Hudson Valley,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01556,Central New York,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01557,Hudson Valley,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01558,Hudson Valley,Family/Guardian Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01559,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01560,Long Island,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01561,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01562,Long Island,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01563,New York City,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01564,Capital Region,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01565,Hudson Valley,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01566,Hudson Valley,Child Family Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01567,Hudson Valley,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01568,Capital Region,Child Family Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01569,Hudson Valley,Child Family Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01570,Capital Region,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01571,Hudson Valley,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01572,Long Island,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01573,Southern Tier,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01574,Central New York,Family/Guardian Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01575,Central New York,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01576,New York City,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01577,Western New York,Adult Family Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01578,Long Island,Child Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01579,New York City,Family/Guardian Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01580,Hudson Valley,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01581,Hudson Valley,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01582,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01583,Southern Tier,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01584,Long Island,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01585,New York City,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01586,New York City,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01587,New York City,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01588,Long Island,Family/Guardian Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01589,Southern Tier,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
FAM-01590,Western New York,Family/Guardian Survey,satisfied_with_services,0,Satisfied with services overall
FAM-01591,New York City,Adult Family Survey,satisfied_with_services,1,Satisfied with services overall
